ontolex.LexicalSense	lexicog.usageExample	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.pt	skos.definition.pt	skos.note
lexicalSense:n15539.sg01.s03					Immoderado	 Immoderado , destemperado , extraordinario 	
lexicalSense:n15539.sg01.s04					Insolente	 Insolente , arrogante , altivo , soberbo 	
lexicalSense:n15540.sg01.s01		Cic.			Contra o costume	 Contra o costume , extraordinariamente 	
lexicalSense:n15540.sg01.s02					Arrogantemente	 Arrogantemente , soberbamente , altivamente 	
lexicalSense:n15541.sg01.s01		Cic.			Descostume	 Descostume , falta de exercicio 	
lexicalSense:n15541.sg01.s02					Altivez	 Altivez , arrogancia , soberba 	
lexicalSense:n15541.sg01.s03					Prodigalidade	 Prodigalidade 	
lexicalSense:n15542.sg01.s01		Sall.			Fazer-se insolente	 Fazer - se insolente , altivo , & c 	
lexicalSense:n15543.sg01.s01		Caecil. apud Gell.			He costume	 He costume 	
lexicalSense:n15544.sg01.s01		Ovid.			Tenro	 Tenro , debil 	
lexicalSense:n15545.sg01.s01		Cic.			Desusado	 Desusado 	
lexicalSense:n15546.sg01.s01		Col.			Seccar	 Seccar , passar ao Sol 	
lexicalSense:n15547.sg01.s01		Quinct.			Indissoluvel	 Indissoluvel , que se não póde desatar , ou resolver 	
lexicalSense:n15548.sg01.s01		Afran. apud Non.			Cousa desusada	 Cousa desusada 	
lexicalSense:n15549.sg01.s01		* Sen.			Não pago	 Não pago 	
lexicalSense:n15550.sg01.s01		Suet.			Vigilia	 Vigilia , falta de somno 	
lexicalSense:n15551.sg01.s01		Cat.			Que padece faltas de somno	 Que padece faltas de somno 	
lexicalSense:n15552.sg01.s01		Tac.			Desvelado	 Desvelado , tresnoitado , que padece faltas de somno 	
lexicalSense:n15552.sg01.s99	usageExample:n15552.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15553.sg01.s01		Cic.			Sonho	 Sonho 	
lexicalSense:n15554.sg01.s01		Ovid.			Soar	 Soar , fazer som 	
lexicalSense:n15555.sg01.s01		Liv.			Innocente	 Innocente , não culpado 	
lexicalSense:n15555.sg01.s02		Hor.			Que não causa damno	 Que não causa damno 	
lexicalSense:n15556.sg01.s01		Ovid.			Desperto	 Desperto , acordado , vigilante 	
lexicalSense:n15557.sg01.s01		* Plaut.			Não tirado por sortes	 Não tirado por sortes 	
lexicalSense:n15558.sg01.s01		Petr.			Deforme	 Deforme , frio 	
lexicalSense:n15559.sg01.s01		Sen.			Consideração	 Consideração , acção de observar attentamente 	
lexicalSense:n15560.sg01.s01		Col.			Olhadura	 Olhadura , acção de ver 	
lexicalSense:n15560.sg01.s02		Cic.			Observação	 Observação , consideração attenta 	
lexicalSense:n15561.sg01.s01		Cic.			Ver a miude	 Ver a miude , observar attentamente 	
lexicalSense:n15562.sg01.s01		Plin.			Inspector	 Inspector , contraste , o que visita , o que examina , v . gr . os Juizes dos officios mecanicos , & c 	
lexicalSense:n15563.sg01.s01		Plaut.			Observado	 Observado , visto attentamente 	
lexicalSense:n15564.sg01.s01		Gell.			Que se não póde esperar	 Que se não póde esperar 	
lexicalSense:n15565.sg01.s01		Plaut.			Subitamente	 Subitamente , inesperadamente , de improviso 	
lexicalSense:n15566.sg01.s01		Cic.			Repentino	 Repentino , inesperado , improviso 	
lexicalSense:n15567.sg01.s01		Cic.			Derramar	 Derramar , borrifar 	
lexicalSense:n15568.sg01.s01		Hor.			Espalhado	 Espalhado , derramado , & c 	
lexicalSense:n15569.sg01.s01		Cic.			Ver attentamente	 Ver attentamente , examinar , ponderar 	
lexicalSense:n15570.sg01.s01		Virg.			Aguçar á maneira das praganas das espigas	 Aguçar á maneira das praganas das espigas 	
lexicalSense:n15571.sg01.s01		Val. Max.			Com maior inspiração	 Com maior inspiração 	
lexicalSense:n15573.sg01.s01		Col.			Assoprar	 Assoprar 	
lexicalSense:n15573.sg01.s02		Virg.			Inspirar	 Inspirar , communicar 	
lexicalSense:n15573.sg01.s03		Gell.			Aspirar	 Aspirar , notar com aspiração , ou H 	
lexicalSense:n15574.sg01.s01		Virg.			Não despojado	 Não despojado 	
lexicalSense:n15575.sg01.s01		Petr.			Cuspir sobre	 Cuspir sobre 	
lexicalSense:n15576.sg01.s01		Plaut.			Cuspinhar	 Cuspinhar , cuspir a miude sobre , ou em alguma cousa 	
lexicalSense:n15577.sg01.s01		Liv.			Mudavel	 Mudavel , instavel , inconstante 	
lexicalSense:n15578.sg01.s01		Plin.			Instabilidade	 Instabilidade , inconstancia 	
lexicalSense:n15579.sg01.s01		Cic.			Presente	 Presente , proximo , imminente , que insta , que aperta 	
lexicalSense:n15579.sg01.s99	usageExample:n15579.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15580.sg01.s01		Plin. Jun.			Instantemente	 Instantemente , com instancia 	
lexicalSense:n15581.sg01.s01		Plin. Jun.			Instancia	 Instancia , efficacia , vehemencia , continuação 	
lexicalSense:n15582.sg01.s01		Cic.			Á maneira	 Á maneira , á semelhança 	
lexicalSense:n15583.sg01.s01		Cic.			Restauração	 Restauração , renovação , reedificação 	
lexicalSense:n15584.sg01.s01		(dies) Varr. apud Macr.			Dia accrescentado á solemnidade dos jogos do Circo em honra de Jupiter	 Dia accrescentado á solemnidade dos jogos do Circo em honra de Jupiter 	
lexicalSense:n15585.sg01.s01		Cic.			Renovado	 Renovado 	
lexicalSense:n15587.sg01.s01		Cic.			Renovar	 Renovar , restaurar , refazer , reedificar 	
lexicalSense:n15587.sg01.s02		Plin.			Edificar	 Edificar , fabricar 	
lexicalSense:n15588.sg01.s01		Liv.			Cobrir	 Cobrir , estender sobre 	
lexicalSense:n15589.sg01.s01		Ad Her.			Estimulo	 Estimulo , instigação , & c 	
lexicalSense:n15590.sg01.s01		Tac.			Instigadora	 Instigadora 	
lexicalSense:n15591.sg01.s01		Ulp.			Estimulo	 Estimulo , instigação , & c 	
lexicalSense:n15593.sg01.s01		Cic.			Instigar	 Instigar , irritar , incitar , estimular 	
lexicalSense:n15594.sg01.s01		Plin.			Infusão	 Infusão , instillação gotta e gotta 	
lexicalSense:n15596.sg01.s01		Cic.			Instillar	 Instillar , infundir gotta e gotta 	
lexicalSense:n15596.sg01.s02					Ensinar	 Ensinar , instruir pouco a pouco 	
lexicalSense:n15597.sg01.s01		* Cic.			Estimulador	 Estimulador , instigador 	
lexicalSense:n15598.sg01.s01		Ovid.			Estimular	 Estimular , irritar , excitar , instigar 	
lexicalSense:n15599.sg01.s01		Tac.			Motor	 Motor , instigador , estimulador 	
lexicalSense:n15600.sg01.s01		Plin. Jun.			Estimulo	 Estimulo , persuasão , instigação , impulso 	
lexicalSense:n15600.sg01.s02		Cic.			Inspiração	 Inspiração 	
lexicalSense:n15602.sg01.s01		Gell.			Instigar	 Instigar , irritar , provocar , excitar , estimular , atiçar , mover , animar 	
lexicalSense:n15603.sg01.s01		Plaut.			Estipular	 Estipular 	
lexicalSense:n15604.sg01.s01		Hor.			Borda	 Borda , faixa , cercadura , guarnição nas saias das matronas Romanas 	
lexicalSense:n15604.sg01.s02		Petr.			Fita	 Fita , faixa , ou tira de panno para atar 	
lexicalSense:n15605.sg01.s01		* Cic.			Demora	 Demora , detença , parada 	
lexicalSense:n15606.sg01.s01		* Caes.			Resistir ou instar muitas vezes	 Resistir ou instar muitas vezes 	
lexicalSense:n15607.sg01.s01		Liv.			Caixeiro	 Caixeiro , feitor , traficante 	
lexicalSense:n15608.sg01.s01		Ulp.			Pertencente ao caixeiro	 Pertencente ao caixeiro , & c 	
lexicalSense:n15609.sg01.s01		Cic.			Instituir	 Instituir , estabelecer , determinar 	
lexicalSense:n15609.sg01.s02					Preparar	 Preparar , fazer 	
lexicalSense:n15609.sg01.s03					Instruir	 Instruir , ensinar 	
lexicalSense:n15609.sg01.s04					Principiar	 Principiar , começar 	
lexicalSense:n15609.sg01.s99	usageExample:n15609.sg01.s99.u01, usageExample:n15609.sg01.s99.u02, usageExample:n15609.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15610.sg01.s01		Cic.			Instrucção	 Instrucção , educação , direcção , preceito , dictame 	
lexicalSense:n15611.sg01.s01		Cic.			Objecto	 Objecto , designio , assumpto , argumento 	
lexicalSense:n15611.sg01.s02					Costume	 Costume , habito , forma , theor de vida 	
lexicalSense:n15613.sg01.s01		Cic.			Estar sobre	 Estar sobre , estar vizinho , ou imminente 	
lexicalSense:n15613.sg01.s02					Apertar	 Apertar , perseguir vivamente 	
lexicalSense:n15613.sg01.s03					Perseverar	 Perseverar , instar , proseguir , insistir 	
lexicalSense:n15613.sg01.s04		Ter.			Disputar	 Disputar , contender 	
lexicalSense:n15613.sg01.s99	usageExample:n15613.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15614.sg01.s01		Cat.			Cobertor	 Cobertor 	
lexicalSense:n15615.sg01.s01		Ulp.			Cobertura	 Cobertura , reposteiro , panno de cobrir 	
lexicalSense:n15616.sg01.s01		Plin.			Coberto	 Coberto 	
lexicalSense:n15617.sg01.s01		Justin.			Sem valor	 Sem valor , com fraqueza 	
lexicalSense:n15618.sg01.s01		Plaut.			Fraco	 Fraco , negligente , preguiçoso , pouco generoso , vil 	
lexicalSense:n15619.sg01.s01		Virg.			Fazer estrondo	 Fazer estrondo , ranger 	
lexicalSense:n15620.sg01.s01		Sil. Ital.			Que estala	 Que estala 	
lexicalSense:n15621.sg01.s01		Quinct. Declam.			Apertar muito	 Apertar muito 	
lexicalSense:n15622.sg01.s01		Cic.			Preparação	 Preparação , disposição 	
lexicalSense:n15622.sg01.s02		Traj. ad Plin. Jun.			Fabrica	 Fabrica , edificio , fundação 	
lexicalSense:n15623.sg01.s01		Liv.			Com mais apparelho	 Com mais apparelho , apparato ou ordem 	
lexicalSense:n15624.sg01.s01		Cic.			O que apparelha	 O que apparelha , o que dispõe 	
lexicalSense:n15625.sg01.s01		Cic.			Apparelhado	 Apparelhado , preparado , provido , fornecido 	
lexicalSense:n15625.sg01.s02					Ensinado	 Ensinado , instruido 	
lexicalSense:n15626.sg01.s01		Cic.			Apparato	 Apparato , apparelho , preparação 	
lexicalSense:n15627.sg01.s01		Cic.			Apparelho de tudo	 Apparelho de tudo , que he preciso para exercitar , ou fazer alguma cousa 	
lexicalSense:n15627.sg01.s02					Instrumento de qualquer officio	 Instrumento de qualquer officio , ou arte 	
lexicalSense:n15627.sg01.s99	usageExample:n15627.sg01.s99.u01, usageExample:n15627.sg01.s99.u02, usageExample:n15627.sg01.s99.u03		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15628.sg01.s01		Cic.			Preparar	 Preparar , aprestar , apparelhar , fornecer , bastecer , adornar , prover 	
lexicalSense:n15628.sg01.s02					Ensinar	 Ensinar , instruir 	
lexicalSense:n15628.sg01.s03		Caes.			Fabricar	 Fabricar , edificar 	
lexicalSense:n15628.sg01.s04		Ter.			Dispôr	 Dispôr , pôr por ordem 	
lexicalSense:n15629.sg01.s01		Plin.			Pasmado	 Pasmado , que perdeo os sentidos , ou a sensação 	
lexicalSense:n15630.sg01.s01		Cic.			Injucundo	 Injucundo , desagradavel , insuave 	
lexicalSense:n15631.sg01.s01		Gell.			Aspereza	 Aspereza , insuavidade 	
lexicalSense:n15632.sg01.s01		Gell.			Inconsideradamente	 Inconsideradamente , sem reflexão 	
lexicalSense:n15633.sg01.s01		* Gell.			Inconsiderado	 Inconsiderado , ou ( segundo Facciolati ) insulso , desengraçado , rustico 	
lexicalSense:n15634.sg01.s01		Ulp.			Sem subtileza	 Sem subtileza , grosseiramente 	
lexicalSense:n15635.sg01.s01		Col.			Que se ha de ensopar	 Que se ha de ensopar , ou banhar em succo 	
lexicalSense:n15636.sg01.s01		Col.			Banhado	 Banhado , ensopado em succo 	
lexicalSense:n15637.sg01.s01		Cels.			Suar	 Suar 	
lexicalSense:n15638.sg01.s01		Caes.			Costumado	 Costumado 	
lexicalSense:n15639.sg01.s01		Tac.			Costumar-se	 Costumar - se 	
lexicalSense:n15639.sg01.s02		Hor.			Costumar	 Costumar 	
lexicalSense:n15640.sg01.s01		Cic.			Não costumado	 Não costumado 	
lexicalSense:n15640.sg01.s03		Virg.			Desusado	 Desusado , insolito 	
lexicalSense:n15640.sg02.s02		Liv.			Costumado	 Costumado 	
lexicalSense:n15641.sg01.s01		Cic.			Ilha	 Ilha 	
lexicalSense:n15641.sg01.s02		Tac.			Palacio	 Palacio , ou casa separada das outras pelos quatro lados , feita em fórma de Ilha 	
lexicalSense:n15642.sg01.s01		Ulp.			Guarda de semelhantes casas	 Guarda de semelhantes casas , ou palacios 	
lexicalSense:n15643.sg01.s01		Cic.			Insulsamente	 Insulsamente , imprudentemente 	
lexicalSense:n15644.sg01.s01		Cic.			Fatuidade	 Fatuidade , inepcia , parvoice , impertinencia , falta de graça 	
lexicalSense:n15645.sg01.s01		Col.			Sem sal	 Sem sal , desenxabido , não salgado 	
lexicalSense:n15645.sg01.s02		Cic.			Insulso	 Insulso , desengraçado , insipido , inepto , sem graça 	
lexicalSense:n15646.sg01.s01		Quinct.			Insulto	 Insulto 	
lexicalSense:n15647.sg01.s01		Virg.			Saltar a miude	 Saltar a miude , ou muitas vezes sobre alguma cousa 	
lexicalSense:n15647.sg01.s02		Cic.			Insultar	 Insultar , ultrajar , escarnecer , molestar com obras , ou com palavras 	
lexicalSense:n15648.sg01.s01		Plaut.			Salto	 Salto 	
lexicalSense:n15649.sg01.s01		Cic.			Estar em alguma cousa	 Estar em alguma cousa 	
lexicalSense:n15650.sg01.s01		Cic.			Consumir	 Consumir , despender 	
lexicalSense:n15650.sg01.s02		Stat.			Occupar	 Occupar , fazer assento 	
lexicalSense:n15651.sg01.s01		Cic.			Cozer com agulha dentro	 Cozer com agulha dentro , ou em outra cousa 	
lexicalSense:n15651.sg01.s02		Liv.			Ajuntar	 Ajuntar , unir 	
lexicalSense:n15652.sg01.s01		Cic.			Além	 Além , além disto , demais disto 	
lexicalSense:n15652.sg01.s02		Lucr.			Sobre	 Sobre , da parte de sima 	
lexicalSense:n15652.sg01.s03		Suet.			Successivamente	 Successivamente , continuadamente 	
lexicalSense:n15652.sg01.s99	usageExample:n15652.sg01.s99.u01		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15653.sg01.s01		Virg.			Insuperavel	 Insuperavel , invencivel 	
lexicalSense:n15653.sg01.s02		Liv.			Que se não póde passar	 Que se não póde passar 	
lexicalSense:n15654.sg01.s01		Virg.			Levantar-se	 Levantar - se , levantar - se contra 	
lexicalSense:n15655.sg01.s01		Ovid. ad Liv.			Não recebido	 Não recebido 	
lexicalSense:n15657.sg01.s01		Cic.			Fallar baixo	 Fallar baixo , ou ao ouvido , murmurar 	
lexicalSense:n15658.sg01.s01		Virg.			Cozido com agulha dentro	 Cozido com agulha dentro , ou em alguma cousa 	
lexicalSense:n15659.sg01.s01		Cic.			Emmagrecer	 Emmagrecer , fazer - se ethico 	
lexicalSense:n15659.sg01.s02		Ovid.			Derreter-se	 Derreter - se 	
lexicalSense:n15660.sg01.s01		Lucr.			Que se não póde tocar	 Que se não póde tocar 	
lexicalSense:n15661.sg01.s01		Catul.			Intacto	 Intacto , puro , não tocado 	
lexicalSense:n15661.sg01.s02		Liv.			Não offendido	 Não offendido 	
lexicalSense:n15662.sg01.s01		Lucr.			Falta de tacto	 Falta de tacto , ou de capacidade de tocar 	
lexicalSense:n15663.sg01.s01		Hor.			Puro	 Puro , sem mancha , incorrupto 	
lexicalSense:n15664.sg01.s01		Tac.			Descoberto	 Descoberto , despido 	
lexicalSense:n15664.sg02.s02		Liv.			Bem coberto	 Bem coberto 	
lexicalSense:n15665.sg01.s01		Cic.			Inteirinho	 Inteirinho 	
lexicalSense:n15666.sg01.s01		Cic.			Inteiro	 Inteiro , perfeito , incorrupto , puro , são , em seu vigor , irreprehensivel , innocente , sobrio , casto , sem defeito , ou vicio 	
lexicalSense:n15666.sg01.s99	usageExample:n15666.sg01.s99.u01, usageExample:n15666.sg01.s99.u02		This definitionless sense is an instance of the ontolex:LexicalSense class created to function as a container sense to convey dictionary examples and other phrase-level dictionary elements presented as a separate block by the lexicographer.	Further meanings (see related usage examples)			
lexicalSense:n15667.sg01.s01		Caes.			Cobrir	 Cobrir 	
lexicalSense:n15668.sg01.s01		Ter.			Renovar-se	 Renovar - se 	
lexicalSense:n15669.sg01.s01		* Ter.			Renovação	 Renovação 	
lexicalSense:n15670.sg01.s01		Cic.			Inteiramente	 Inteiramente , puramente , innocentemente 	
lexicalSense:n15671.sg01.s01		Cic.			[Inteireza	 [ Inteireza , innocencia , pureza , castidade , probidade , candura . ] 	
lexicalSense:n15672.sg01.s01		Ulp.			Inteireza	 Inteireza , innocencia , pureza , castidade , probidade , candura 	
lexicalSense:n15673.sg01.s01		Cic.			Renovar	 Renovar , restaurar , restabelecer 	
lexicalSense:n15674.sg01.s01		Cic.			Cobertura	 Cobertura 	
lexicalSense:n15674.sg01.s02					Pretexto	 Pretexto , disssimulação , fingimento 	
lexicalSense:n15675.sg01.s01		Ad Her.			Sinedoche	 Sinedoche , figura de Rhetorica , quando se toma a parte pelo topo , ou o todo pela parte 	
lexicalSense:n15676.sg01.s01		Tac.			Entendido	 Entendido , percebido , & c 	
lexicalSense:n15677.sg01.s01		Plin.			Intelligencia	 Intelligencia , conhecimento , percepção 	
lexicalSense:n15677.sg01.s02		Quinct.			Significação	 Significação , sentido 	
lexicalSense:n15677.sg01.s03		Sen. Ep. 120.			Entendimento	 Entendimento , potencia intellectiva 	
lexicalSense:n15678.sg01.s01		Cic.			Com intelligencia	 Com intelligencia 	
lexicalSense:n15679.sg01.s01		Cic.			Entendimento	 Entendimento , potencia intellectual 	
lexicalSense:n15679.sg01.s02					Conhecimento	 Conhecimento , intelligencia , percepção , idéa , sciencia 	
lexicalSense:n15680.sg01.s01		Sen.			Intelligivel	 Intelligivel 	
lexicalSense:n15681.sg01.s01		Cic.			Entender	 Entender , conhecer 	
lexicalSense:n15681.sg01.s02		Col.			Sentir	 Sentir 	
lexicalSense:n15682.sg01.s01		Val. Flac.			Que não se deve violar	 Que não se deve violar , ou profanar 	
lexicalSense:n15683.sg01.s01		Virg.			Não violado	 Não violado , não profanado , incorrupto , puro 	
lexicalSense:n15684.sg01.s01		Cic.			Immoderado	 Immoderado , destemperado , dissoluto 	
lexicalSense:n15685.sg01.s01		Cic.			Sem moderação	 Sem moderação 	
lexicalSense:n15686.sg01.s01		Cic.			Intemperança	 Intemperança , excesso , desordem , incontinencia , dissolução 	
lexicalSense:n15687.sg01.s01		Cic.			Immoderadamente	 Immoderadamente , destemperadamente 	
lexicalSense:n15688.sg01.s01		Cic.			Immoderado	 Immoderado , destemperado , dissoluto 	
lexicalSense:n15689.sg01.s01		Cat.			Desordens	 Desordens , desaforos 	
lexicalSense:n15689.sg01.s02		Plaut.			Furias do inferno	 Furias do inferno 	
lexicalSense:n15690.sg01.s01		Cic.			Intemperie	 Intemperie , má disposição dos humores , do tempo , & c 	
lexicalSense:n15690.sg01.s02					Destempero	 Destempero , desordem , extravagancia dos costumes 	
lexicalSense:n15691.sg01.s01		Plin.			Intemperie	 Intemperie , desordem , desigualdade do tempo , & c 	
lexicalSense:n15692.sg01.s01		Cic.			Intempestivamente	 Intempestivamente , fóra de tempo , importunamente 	
lexicalSense:n15693.sg01.s01		Gell.			Tempo improprio	 Tempo improprio 	
